SC_CODE,SC_GROUP,SC_TYPE,ISIN_CODE,TRADING_DATE
526231,P ,Q,INE307D01015,20-Feb-19
526235,B ,Q,INE934B01028,20-Feb-19
526247,B ,Q,INE863B01011,20-Feb-19
526263,B ,Q,INE835B01035,20-Feb-19
526299,A ,Q,INE356A01018,20-Feb-19
526301,XT,Q,INE047C01019,20-Feb-19
526315,XT,Q,INE410G01010,20-Feb-19
526365,X ,Q,INE967A01012,20-Feb-19
526367,B ,Q,INE460C01014,20-Feb-19
526371,A ,Q,INE584A01023,20-Feb-19
526381,B ,Q,INE529D01014,20-Feb-19
526397,B ,Q,INE137C01018,20-Feb-19
526407,X ,Q,INE299D01014,20-Feb-19
526409,X ,Q,INE301C01028,20-Feb-19
526415,XT,Q,INE870B01016,20-Feb-19
526423,X ,Q,INE479D01038,20-Feb-19
526433,X ,Q,INE867C01010,20-Feb-19
526435,X ,Q,INE759I01016,20-Feb-19
526471,XT,Q,INE391C01011,20-Feb-19
526479,X ,Q,INE765B01018,20-Feb-19
526492,X ,Q,INE582D01013,20-Feb-19
526500,X ,Q,INE398F01019,20-Feb-19
526504,XT,Q,INE796B01013,20-Feb-19
526506,X ,Q,INE356B01016,20-Feb-19
526519,X ,Q,INE840D01015,20-Feb-19
526521,B ,Q,INE999B01013,20-Feb-19
526538,X ,Q,INE161B01036,20-Feb-19
526544,X ,Q,INE967B01028,20-Feb-19
526546,X ,Q,INE493D01013,20-Feb-19
526550,B ,Q,INE652F01027,20-Feb-19
526568,XT,Q,INE696E01019,20-Feb-19
526570,XT,Q,INE519N01014,20-Feb-19
526576,T ,Q,INE778A01021,20-Feb-19
526582,B ,Q,INE413G01014,20-Feb-19
526586,B ,Q,INE015B01018,20-Feb-19
526588,X ,Q,INE813B01016,20-Feb-19
526596,B ,Q,INE557B01019,20-Feb-19
526608,B ,Q,INE822G01016,20-Feb-19
526612,A ,Q,INE233B01017,20-Feb-19
526614,X ,Q,INE561D01025,20-Feb-19
526616,X ,Q,INE233D01013,20-Feb-19
526622,XT,Q,INE244C01020,20-Feb-19
526640,XT,Q,INE008C01011,20-Feb-19
526642,B ,Q,INE771A01026,20-Feb-19
526650,B ,Q,INE305A01015,20-Feb-19
526662,B ,Q,INE610C01014,20-Feb-19
526666,B ,Q,INE828A01016,20-Feb-19
526668,B ,Q,INE967C01018,20-Feb-19
526683,T ,Q,INE275F01019,20-Feb-19
526687,XT,Q,INE084C01012,20-Feb-19
526703,X ,Q,INE423D01010,20-Feb-19
526705,X ,Q,INE095B01010,20-Feb-19
526707,T ,Q,INE964B01033,20-Feb-19
526711,XT,Q,INE627D01016,20-Feb-19
526717,X ,Q,INE136C01036,20-Feb-19
526721,XT,Q,INE653C01022,20-Feb-19
526723,XT,Q,INE920C01017,20-Feb-19
526725,B ,Q,INE583B01015,20-Feb-19
526727,X ,Q,INE797D01017,20-Feb-19
526729,B ,Q,INE025B01017,20-Feb-19
526731,X ,Q,INE630D01010,20-Feb-19
526737,X ,Q,INE871E01018,20-Feb-19
526739,X ,Q,INE869A01010,20-Feb-19
526747,X ,Q,INE078D01012,20-Feb-19
526751,XT,Q,INE915E01013,20-Feb-19
526755,X ,Q,INE548D01014,20-Feb-19
526761,X ,Q,INE931B01016,20-Feb-19
526775,X ,Q,INE760B01019,20-Feb-19
526783,XT,Q,INE934C01018,20-Feb-19
526797,B ,Q,INE461C01038,20-Feb-19
526801,B ,Q,INE474B01017,20-Feb-19
526807,B ,Q,INE497B01018,20-Feb-19
526813,XT,Q,INE753B01014,20-Feb-19
526817,X ,Q,INE974B01016,20-Feb-19
526821,X ,Q,INE928C01010,20-Feb-19
526827,X ,Q,INE882D01017,20-Feb-19
526829,T ,Q,INE552D01024,20-Feb-19
526839,X ,Q,INE413C01013,20-Feb-19
526847,XT,Q,INE338C01012,20-Feb-19
526849,B ,Q,INE655B01011,20-Feb-19
526851,X ,Q,INE480H01011,20-Feb-19
526853,X ,Q,INE986A01012,20-Feb-19
526861,X ,Q,INE988D01012,20-Feb-19
526865,XT,Q,INE966C01010,20-Feb-19
526871,X ,Q,INE017E01018,20-Feb-19
526881,B ,Q,INE111B01023,20-Feb-19
526885,B ,Q,INE453D01025,20-Feb-19
526891,X ,Q,INE944C01017,20-Feb-19
526899,X ,Q,INE552B01010,20-Feb-19
526905,X ,Q,INE743D01011,20-Feb-19
526917,X ,Q,INE659B01021,20-Feb-19
526921,B ,Q,INE253B01015,20-Feb-19
526927,X ,Q,INE991C01034,20-Feb-19
526931,X ,Q,INE400G01011,20-Feb-19
526935,XT,Q,INE377D01018,20-Feb-19
526945,X ,Q,INE945B01016,20-Feb-19
526947,B ,Q,INE059D01020,20-Feb-19
526951,X ,Q,INE239C01012,20-Feb-19
526953,B ,Q,INE411B01019,20-Feb-19
526957,X ,Q,INE493E01029,20-Feb-19
526965,XT,Q,INE372D01019,20-Feb-19
526971,X ,Q,INE313G01016,20-Feb-19
526981,X ,Q,INE402H01015,20-Feb-19
526987,B ,Q,INE550C01020,20-Feb-19
527001,B ,Q,INE348A01023,20-Feb-19
530001,A ,Q,INE186A01019,20-Feb-19
530005,A ,Q,INE383A01012,20-Feb-19
530007,A ,Q,INE573A01042,20-Feb-19
530011,B ,Q,INE558B01017,20-Feb-19
530017,T ,Q,INE173A01025,20-Feb-19
530019,A ,Q,INE700A01033,20-Feb-19
530023,B ,Q,INE924D01017,20-Feb-19
530025,XT,Q,INE607G01011,20-Feb-19
530043,X ,Q,INE326C01017,20-Feb-19
530045,XT,Q,INE090D01017,20-Feb-19
530047,B ,Q,INE313D01013,20-Feb-19
530067,X ,Q,INE718F01018,20-Feb-19
530073,B ,Q,INE989A01024,20-Feb-19
530075,B ,Q,INE818A01017,20-Feb-19
530077,X ,Q,INE795D01011,20-Feb-19
530079,X ,Q,INE963C01033,20-Feb-19
530093,Z ,Q,INE715F01014,20-Feb-19
530095,XT,Q,INE656B01019,20-Feb-19
530111,X ,Q,INE639C01013,20-Feb-19
530117,B ,Q,INE959A01019,20-Feb-19
530119,XT,Q,INE444D01016,20-Feb-19
530125,X ,Q,INE103E01016,20-Feb-19
530127,X ,Q,INE446D01011,20-Feb-19
530129,X ,Q,INE445D01013,20-Feb-19
530131,X ,Q,INE225C01029,20-Feb-19
530133,X ,Q,INE924B01011,20-Feb-19
530135,B ,Q,INE350C01017,20-Feb-19
530145,X ,Q,INE017C01012,20-Feb-19
530151,X ,Q,INE256G01033,20-Feb-19
530163,X ,Q,INE817B01025,20-Feb-19
530169,XT,Q,INE388C01017,20-Feb-19
530171,X ,Q,INE108C01019,20-Feb-19
530175,XT,Q,INE213B01019,20-Feb-19
530177,X ,Q,INE758B01013,20-Feb-19
530179,XT,Q,INE015F01019,20-Feb-19
530185,X ,Q,INE936A01025,20-Feb-19
530187,XT,Q,INE354E01031,20-Feb-19
530191,T ,Q,INE662C01015,20-Feb-19
530199,B ,Q,INE083B01016,20-Feb-19
530201,X ,Q,INE629F01025,20-Feb-19
530207,XT,Q,INE899B01015,20-Feb-19
530215,X ,Q,INE050N01010,20-Feb-19
530219,XT,Q,INE536C01029,20-Feb-19
530233,X ,Q,INE292C01011,20-Feb-19
530235,X ,Q,INE533C01018,20-Feb-19
530239,B ,Q,INE495B01038,20-Feb-19
530243,XT,Q,INE820B01011,20-Feb-19
530245,X ,Q,INE032E01017,20-Feb-19
530251,XT,Q,INE001O01029,20-Feb-19
530253,X ,Q,INE497E01012,20-Feb-19
530255,X ,Q,INE961B01013,20-Feb-19
530259,X ,Q,INE003B01014,20-Feb-19
530263,X ,Q,INE062C01034,20-Feb-19
530267,XT,Q,INE021N01011,20-Feb-19
530281,XT,Q,INE373C01019,20-Feb-19
530299,B ,Q,INE823A01017,20-Feb-19
530305,X ,Q,INE546C01010,20-Feb-19
530307,X ,Q,INE419D01026,20-Feb-19
530313,XT,Q,INE285U01025,20-Feb-19
530315,X ,Q,INE428D01019,20-Feb-19
530317,X ,Q,INE362C01012,20-Feb-19
530331,X ,Q,INE001E01012,20-Feb-19
530341,X ,Q,INE596B01017,20-Feb-19
530343,B ,Q,INE955D01029,20-Feb-19
530355,X ,Q,INE276G01015,20-Feb-19
530357,X ,Q,INE883D01015,20-Feb-19
530363,B ,Q,INE071E01023,20-Feb-19
530365,B ,Q,INE607D01018,20-Feb-19
530367,B ,Q,INE349A01021,20-Feb-19
530369,X ,Q,INE380C01014,20-Feb-19
530377,B ,Q,INE937C01029,20-Feb-19
530381,B ,Q,INE742A01019,20-Feb-19
530401,XT,Q,INE526H01011,20-Feb-19
530419,X ,Q,INE886B01012,20-Feb-19
530421,XT,Q,INE430F01010,20-Feb-19
530427,X ,Q,INE865B01016,20-Feb-19
530429,XT,Q,INE831C01016,20-Feb-19
530431,X ,Q,INE853A01022,20-Feb-19
530433,X ,Q,INE960E01019,20-Feb-19
530441,XT,Q,INE641D01017,20-Feb-19
530445,XT,Q,INE764B01029,20-Feb-19
530449,XT,Q,INE347C01013,20-Feb-19
530459,X ,Q,INE808A01018,20-Feb-19
530461,X ,Q,INE440C01016,20-Feb-19
530469,X ,Q,INE721D01017,20-Feb-19
530475,X ,Q,INE015C01016,20-Feb-19
530477,X ,Q,INE337E01010,20-Feb-19
530495,X ,Q,INE473C01025,20-Feb-19
530499,X ,Q,INE701G01012,20-Feb-19
530517,B ,Q,INE131B01039,20-Feb-19
530521,X ,Q,INE467D01017,20-Feb-19
530525,X ,Q,INE786J01017,20-Feb-19
530533,X ,Q,INE390D01011,20-Feb-19
530537,XT,Q,INE948I01015,20-Feb-19
530543,XT,Q,INE941E01019,20-Feb-19
530545,X ,Q,INE949B01018,20-Feb-19
530549,B ,Q,INE790G01031,20-Feb-19
530555,B ,Q,INE074B01023,20-Feb-19
530565,X ,Q,INE149B01015,20-Feb-19
530571,XT,Q,INE335G01019,20-Feb-19
530577,X ,Q,INE519D01015,20-Feb-19
530579,X ,Q,INE152C01025,20-Feb-19
530581,XT,Q,INE906L01017,20-Feb-19
530585,X ,Q,INE691C01014,20-Feb-19
530589,X ,Q,INE573B01016,20-Feb-19
530595,XT,Q,INE381G01013,20-Feb-19
530601,XT,Q,INE582C01015,20-Feb-19
530609,X ,Q,INE081B01010,20-Feb-19
530615,XT,Q,INE194E01015,20-Feb-19
530617,XT,Q,INE375C01014,20-Feb-19
530621,X ,Q,INE864E01021,20-Feb-19
530627,X ,Q,INE834D01018,20-Feb-19
530643,XT,Q,INE316A01038,20-Feb-19
530655,B ,Q,INE127I01024,20-Feb-19
530663,XT,Q,INE912B01032,20-Feb-19
530665,XT,Q,INE812B01026,20-Feb-19
530677,XT,Q,INE822E01011,20-Feb-19
530689,XT,Q,INE624M01014,20-Feb-19
530695,X ,Q,INE233C01023,20-Feb-19
530697,X ,Q,INE546F01013,20-Feb-19
530699,Z ,Q,INE533D01024,20-Feb-19
530709,XT,Q,INE225G01012,20-Feb-19
530711,X ,Q,INE144C01014,20-Feb-19
530713,Z ,Q,INE229B01015,20-Feb-19
530721,T ,Q,INE017D01010,20-Feb-19
530733,XT,Q,INE900O01014,20-Feb-19
530735,X ,Q,INE897A01011,20-Feb-19
530741,P ,Q,INE812S01012,20-Feb-19
530759,B ,Q,INE334A01023,20-Feb-19
530771,X ,Q,INE929C01018,20-Feb-19
530773,B ,Q,INE875A01025,20-Feb-19
530779,X ,Q,INE118C01018,20-Feb-19
530789,X ,Q,INE358C01010,20-Feb-19
530797,XT,Q,INE400N01017,20-Feb-19
530803,B ,Q,INE354C01027,20-Feb-19
530813,A ,Q,INE001B01026,20-Feb-19
530815,X ,Q,INE428C01011,20-Feb-19
530825,X ,Q,INE789B01018,20-Feb-19
530829,X ,Q,INE830A01012,20-Feb-19
530839,X ,Q,INE011B01017,20-Feb-19
530843,B ,Q,INE509F01011,20-Feb-19
530845,X ,Q,INE199E01014,20-Feb-19
530853,XT,Q,INE963A01011,20-Feb-19
530859,XT,Q,INE496D01016,20-Feb-19
530867,XT,Q,INE320C01010,20-Feb-19
530871,X ,Q,INE995D01025,20-Feb-19
530879,X ,Q,INE345H01016,20-Feb-19
530883,X ,Q,INE366G01022,20-Feb-19
530885,XT,Q,INE600D01021,20-Feb-19
530889,XT,Q,INE061B01020,20-Feb-19
530897,X ,Q,INE825C01018,20-Feb-19
530899,XT,Q,INE784M01016,20-Feb-19
530909,XT,Q,INE308B01017,20-Feb-19
530915,XT,Q,INE989E01018,20-Feb-19
530919,B ,Q,INE474C01015,20-Feb-19
530943,B ,Q,INE416A01036,20-Feb-19
530951,X ,Q,INE357B01022,20-Feb-19
530953,X ,Q,INE224D01012,20-Feb-19
530959,X ,Q,INE012E01035,20-Feb-19
530961,B ,Q,INE806A01020,20-Feb-19
530965,A ,Q,INE242A01010,20-Feb-19
530971,XT,Q,INE470M01020,20-Feb-19
530973,X ,Q,INE042C01010,20-Feb-19
530977,X ,Q,INE260E01014,20-Feb-19
530979,X ,Q,INE274E01015,20-Feb-19
530985,X ,Q,INE630C01012,20-Feb-19
530993,XT,Q,INE075H01019,20-Feb-19
530997,X ,Q,INE333E01019,20-Feb-19
530999,B ,Q,INE050E01027,20-Feb-19
531025,X ,Q,INE309H01020,20-Feb-19
531033,XT,Q,INE101E01010,20-Feb-19
531041,X ,Q,INE823B01015,20-Feb-19
531043,XT,Q,INE239F01015,20-Feb-19
531080,X ,Q,INE997I01012,20-Feb-19
531082,B ,Q,INE914E01040,20-Feb-19
531083,X ,Q,INE876E01033,20-Feb-19
531088,XT,Q,INE379C01016,20-Feb-19
531091,X ,Q,INE858C01027,20-Feb-19
531092,B ,Q,INE239D01028,20-Feb-19
531109,X ,Q,INE561M01018,20-Feb-19
531112,XT,Q,INE011E01029,20-Feb-19
531120,B ,Q,INE244B01030,20-Feb-19
531126,XT,Q,INE237C01016,20-Feb-19
531127,X ,Q,INE148B01025,20-Feb-19
531129,X ,Q,INE635D01027,20-Feb-19
531137,X ,Q,INE503D01027,20-Feb-19
531146,X ,Q,INE646B01010,20-Feb-19
531147,B ,Q,INE062D01024,20-Feb-19
531153,X ,Q,INE650C01028,20-Feb-19
531157,X ,Q,INE412E01011,20-Feb-19
531158,XT,Q,INE660B01011,20-Feb-19
531161,X ,Q,INE850B01026,20-Feb-19
531162,A ,Q,INE548C01032,20-Feb-19
531172,X ,Q,INE569D01028,20-Feb-19
531173,XT,Q,INE121D01036,20-Feb-19
531175,X ,Q,INE606B01022,20-Feb-19
531176,X ,Q,INE186C01015,20-Feb-19
531178,X ,Q,INE930A01010,20-Feb-19
531179,B ,Q,INE109C01017,20-Feb-19
531192,XT,Q,INE290M01022,20-Feb-19
531196,XT,Q,INE297L01011,20-Feb-19
531198,XT,Q,INE041F01015,20-Feb-19
531199,X ,Q,INE580D01017,20-Feb-19
531201,X ,Q,INE024F01011,20-Feb-19
531206,XT,Q,INE577C01015,20-Feb-19
531207,XT,Q,INE741C01017,20-Feb-19
531209,B ,Q,INE096B01018,20-Feb-19
531211,P ,Q,INE571H01017,20-Feb-19
531212,X ,Q,INE606C01012,20-Feb-19
531213,A ,Q,INE522D01027,20-Feb-19
531215,X ,Q,INE005C01017,20-Feb-19
531216,X ,Q,INE819A01031,20-Feb-19
531223,X ,Q,INE364D01032,20-Feb-19
531228,XT,Q,INE821D01031,20-Feb-19
531233,X ,Q,INE822D01021,20-Feb-19
531234,XT,Q,INE962E01015,20-Feb-19
531235,XT,Q,INE494D01011,20-Feb-19
531241,B ,Q,INE802B01019,20-Feb-19
531252,X ,Q,INE720D01019,20-Feb-19
531253,X ,Q,INE342D01012,20-Feb-19
531257,XT,Q,INE530D01012,20-Feb-19
531259,XT,Q,INE328F01016,20-Feb-19
531266,B ,Q,INE764D01017,20-Feb-19
531268,XT,Q,INE151B01011,20-Feb-19
531272,X ,Q,INE526C01012,20-Feb-19
531273,X ,Q,INE986B01036,20-Feb-19
531278,X ,Q,INE785D01012,20-Feb-19
531279,X ,Q,INE238C01014,20-Feb-19
531280,X ,Q,INE698B01011,20-Feb-19
531281,X ,Q,INE807H01015,20-Feb-19
531287,X ,Q,INE896D01017,20-Feb-19
531289,X ,Q,INE643C01015,20-Feb-19
531297,X ,Q,INE885B01014,20-Feb-19
531300,XT,Q,INE053D01015,20-Feb-19
531306,X ,Q,INE590D01016,20-Feb-19
531307,X ,Q,INE951M01037,20-Feb-19
531322,T ,Q,INE293B01029,20-Feb-19
531323,X ,Q,INE250D01017,20-Feb-19
531328,XT,Q,INE128R01015,20-Feb-19
531334,XT,Q,INE186E01011,20-Feb-19
531335,B ,Q,INE768C01010,20-Feb-19
531336,XT,Q,INE662I01012,20-Feb-19
531337,X ,Q,INE974C01022,20-Feb-19
531338,X ,Q,INE151H01018,20-Feb-19
531339,T ,Q,INE343D01010,20-Feb-19
531343,X ,Q,INE954M01031,20-Feb-19
531344,A ,Q,INE111A01025,20-Feb-19
531346,X ,Q,INE500D01015,20-Feb-19
531349,B ,Q,INE922B01023,20-Feb-19
531352,XT,Q,INE328D01011,20-Feb-19
531358,X ,Q,INE102B01014,20-Feb-19
531359,XT,Q,INE777G01012,20-Feb-19
531364,X ,Q,INE005E01013,20-Feb-19
531370,XT,Q,INE960B01015,20-Feb-19
531373,B ,Q,INE319B01014,20-Feb-19
531380,XT,Q,INE405H01018,20-Feb-19
531381,B ,Q,INE413D01011,20-Feb-19
531390,X ,Q,INE890B01014,20-Feb-19
531395,XT,Q,INE448D01017,20-Feb-19
531398,X ,Q,INE679C01027,20-Feb-19
531400,B ,Q,INE326B01027,20-Feb-19
531404,B ,Q,INE871B01014,20-Feb-19
531406,XT,Q,INE234J01018,20-Feb-19
531411,X ,Q,INE560D01027,20-Feb-19
531420,Z ,Q,INE644K01016,20-Feb-19
531426,A ,Q,INE107A01015,20-Feb-19
531431,B ,Q,INE908D01010,20-Feb-19
531437,X ,Q,INE523I01016,20-Feb-19
531439,B ,Q,INE805A01014,20-Feb-19
531449,X ,Q,INE192H01012,20-Feb-19
531454,X ,Q,INE323D01020,20-Feb-19
531456,X ,Q,INE952C01028,20-Feb-19
531460,XT,Q,INE545B01022,20-Feb-19
531463,X ,Q,INE377M01035,20-Feb-19
531471,X ,Q,INE397G01019,20-Feb-19
531472,XT,Q,INE183D01010,20-Feb-19
531489,X ,Q,INE084D01010,20-Feb-19
531494,XT,Q,INE268H01010,20-Feb-19
531495,T ,Q,INE472B01011,20-Feb-19
531497,B ,Q,INE378D01032,20-Feb-19
531499,X ,Q,INE080D01042,20-Feb-19
531500,A ,Q,INE343B01030,20-Feb-19
531502,X ,Q,INE404L01039,20-Feb-19
531503,XT,Q,INE866D01010,20-Feb-19
531508,B ,Q,INE128A01029,20-Feb-19
531509,XT,Q,INE623D01015,20-Feb-19
531512,XT,Q,INE681D01013,20-Feb-19
531515,X ,Q,INE735D01033,20-Feb-19
531518,X ,Q,INE767B01022,20-Feb-19
531519,XT,Q,INE784D01015,20-Feb-19
531525,X ,Q,INE849B01010,20-Feb-19
531531,A ,Q,INE473B01035,20-Feb-19
531539,X ,Q,INE864D01015,20-Feb-19
531540,X ,Q,INE392G01010,20-Feb-19
531541,Z ,Q,INE881A01015,20-Feb-19
531543,B ,Q,INE247D01039,20-Feb-19
531548,B ,Q,INE355A01028,20-Feb-19
531553,XT,Q,INE193D01019,20-Feb-19
531569,XT,Q,INE860D01013,20-Feb-19
531574,X ,Q,INE192C01013,20-Feb-19
531591,X ,Q,INE802A01037,20-Feb-19
531592,XT,Q,INE861N01028,20-Feb-19
531595,B ,Q,INE180C01026,20-Feb-19
531598,XT,Q,INE301B01020,20-Feb-19
531599,B ,Q,INE258B01022,20-Feb-19
531608,XT,Q,INE792J01015,20-Feb-19
531624,B ,Q,INE695B01025,20-Feb-19
531633,B ,Q,INE405C01035,20-Feb-19
531642,A ,Q,INE196A01026,20-Feb-19
531648,XT,Q,INE987M01023,20-Feb-19
531650,Z ,Q,INE761B01017,20-Feb-19
531652,XT,Q,INE528C01018,20-Feb-19
531673,XT,Q,INE067C01025,20-Feb-19
531680,XT,Q,INE799E01011,20-Feb-19
531682,X ,Q,INE170B01037,20-Feb-19
531687,T ,Q,INE299C01024,20-Feb-19
531688,X ,Q,INE621B01021,20-Feb-19
531694,X ,Q,INE230F01014,20-Feb-19
531717,B ,Q,INE632C01026,20-Feb-19
531719,X ,Q,INE414D01019,20-Feb-19
531723,B ,Q,INE224E01028,20-Feb-19
531726,X ,Q,INE316G01019,20-Feb-19
531727,XT,Q,INE650G01029,20-Feb-19
531737,X ,Q,INE414C01029,20-Feb-19
531739,X ,Q,INE509C01026,20-Feb-19
531744,X ,Q,INE548B01018,20-Feb-19
531746,B ,Q,INE505C01016,20-Feb-19
531752,XT,Q,INE703D01023,20-Feb-19
531761,X ,Q,INE126J01016,20-Feb-19
531768,B ,Q,INE205C01021,20-Feb-19
531769,X ,Q,INE600F01018,20-Feb-19
531795,B ,Q,INE951D01028,20-Feb-19
531810,XT,Q,INE161E01014,20-Feb-19
531814,XT,Q,INE297J01023,20-Feb-19
531822,X ,Q,INE513E01024,20-Feb-19
531842,X ,Q,INE515C01023,20-Feb-19
531845,T ,Q,INE318D01020,20-Feb-19
531847,B ,Q,INE194D01017,20-Feb-19
531859,X ,Q,INE457G01029,20-Feb-19
531861,X ,Q,INE024B01010,20-Feb-19
531862,X ,Q,INE842D01011,20-Feb-19
531867,X ,Q,INE929K01011,20-Feb-19
531869,X ,Q,INE433G01012,20-Feb-19
531879,B ,Q,INE889E01010,20-Feb-19
531882,A ,Q,INE775B01025,20-Feb-19
531888,X ,Q,INE687C01012,20-Feb-19
531893,X ,Q,INE248B01015,20-Feb-19
531900,X ,Q,INE778E01031,20-Feb-19
531909,XT,Q,INE587J01027,20-Feb-19
531919,X ,Q,INE220D01010,20-Feb-19
531923,X ,Q,INE956B01013,20-Feb-19
531925,XT,Q,INE545N01019,20-Feb-19
531950,X ,Q,INE316D01024,20-Feb-19
531952,X ,Q,INE811H01017,20-Feb-19
531977,X ,Q,INE558F01026,20-Feb-19
531978,B ,Q,INE540G01014,20-Feb-19
531979,X ,Q,INE227B01019,20-Feb-19
531980,XT,Q,INE564B01015,20-Feb-19
532015,XT,Q,INE995A01013,20-Feb-19
532022,X ,Q,INE185E01013,20-Feb-19
532034,XT,Q,INE880M01020,20-Feb-19
532035,X ,Q,INE808C01014,20-Feb-19
532039,X ,Q,INE486F01012,20-Feb-19
532051,B ,Q,INE409B01013,20-Feb-19
532053,X ,Q,INE121B01014,20-Feb-19
532054,B ,Q,INE291D01011,20-Feb-19
532056,XT,Q,INE398H01015,20-Feb-19
532067,X ,Q,INE994E01018,20-Feb-19
532081,T ,Q,INE216D01026,20-Feb-19
532090,XT,Q,INE219M01021,20-Feb-19
532097,B ,Q,INE022B01014,20-Feb-19
532100,X ,Q,INE456B01014,20-Feb-19
532113,XT,Q,INE957E01031,20-Feb-19
532121,A ,Q,INE077A01010,20-Feb-19
532123,B ,Q,INE395A01016,20-Feb-19
532124,X ,Q,INE419H01019,20-Feb-19
532129,A ,Q,INE093A01033,20-Feb-19
532134,A ,Q,INE028A01039,20-Feb-19
532139,XT,Q,INE634D01038,20-Feb-19
532141,T ,Q,INE666E01012,20-Feb-19
532143,B ,Q,INE411D01015,20-Feb-19
532144,A ,Q,INE191B01025,20-Feb-19
532149,A ,Q,INE084A01016,20-Feb-19
532150,B ,Q,INE681B01017,20-Feb-19
532155,A ,Q,INE129A01019,20-Feb-19
532156,B ,Q,INE884A01019,20-Feb-19
532159,XT,Q,INE088D01011,20-Feb-19
532160,XT,Q,INE944A01011,20-Feb-19
532162,B ,Q,INE789E01012,20-Feb-19
532163,B ,Q,INE979A01017,20-Feb-19
532164,X ,Q,INE514C01018,20-Feb-19
532172,T ,Q,INE737B01033,20-Feb-19
532173,B ,Q,INE214A01019,20-Feb-19
532174,A ,Q,INE090A01021,20-Feb-19
532175,A ,Q,INE136B01020,20-Feb-19
532178,A ,Q,INE510A01028,20-Feb-19
532179,A ,Q,INE112A01023,20-Feb-19
532180,B ,Q,INE680A01011,20-Feb-19
532181,A ,Q,INE131A01031,20-Feb-19
532183,X ,Q,INE622E01023,20-Feb-19
532187,A ,Q,INE095A01012,20-Feb-19
532189,B ,Q,INE353K01014,20-Feb-19
532209,A ,Q,INE168A01041,20-Feb-19
532210,A ,Q,INE491A01021,20-Feb-19
532212,B ,Q,INE731A01020,20-Feb-19
532215,A ,Q,INE238A01034,20-Feb-19
532216,B ,Q,INE550B01022,20-Feb-19
532218,A ,Q,INE683A01023,20-Feb-19
532219,B ,Q,INE306C01019,20-Feb-19
532221,A ,Q,INE269A01021,20-Feb-19
532230,X ,Q,INE665D01016,20-Feb-19
532234,A ,Q,INE139A01034,20-Feb-19
532240,B ,Q,INE092B01025,20-Feb-19
532256,B ,Q,INE023A01030,20-Feb-19
532259,B ,Q,INE372A01015,20-Feb-19
532268,B ,Q,INE793A01012,20-Feb-19
532271,X ,Q,INE215B01022,20-Feb-19
532275,XT,Q,INE394C01023,20-Feb-19
532276,A ,Q,INE667A01018,20-Feb-19
532281,A ,Q,INE860A01027,20-Feb-19
532282,T ,Q,INE068D01021,20-Feb-19
532284,X ,Q,INE389D01013,20-Feb-19
532285,B ,Q,INE007B01023,20-Feb-19
532286,A ,Q,INE749A01030,20-Feb-19
532290,B ,Q,INE791A01024,20-Feb-19
532296,A ,Q,INE935A01035,20-Feb-19
532300,A ,Q,INE049B01025,20-Feb-19
532301,B ,Q,INE493A01027,20-Feb-19
532305,B ,Q,INE915B01019,20-Feb-19
532309,B ,Q,INE878A01011,20-Feb-19
532310,B ,Q,INE879A01019,20-Feb-19
532313,A ,Q,INE813A01018,20-Feb-19
532318,Z ,Q,INE878C01033,20-Feb-19
532320,X ,Q,INE418B01048,20-Feb-19
532321,A ,Q,INE010B01027,20-Feb-19
532323,X ,Q,INE555C01029,20-Feb-19
532324,B ,Q,INE039B01026,20-Feb-19
532326,B ,Q,INE781A01025,20-Feb-19
532329,X ,Q,INE310B01013,20-Feb-19
532330,X ,Q,INE998A01017,20-Feb-19
532331,A ,Q,INE031B01049,20-Feb-19
532333,X ,Q,INE638B01025,20-Feb-19
532334,X ,Q,INE640B01021,20-Feb-19
532336,XT,Q,INE228B01017,20-Feb-19
532339,B ,Q,INE453B01029,20-Feb-19
532340,XT,Q,INE369B01019,20-Feb-19
532341,B ,Q,INE848A01014,20-Feb-19
532342,XT,Q,INE354B01029,20-Feb-19
532343,A ,Q,INE494B01023,20-Feb-19
532345,B ,Q,INE152B01027,20-Feb-19
532348,B ,Q,INE754A01014,20-Feb-19
532349,B ,Q,INE688A01022,20-Feb-19
532350,XT,Q,INE243B01016,20-Feb-19
532351,B ,Q,INE523B01011,20-Feb-19
532354,XT,Q,INE400B01020,20-Feb-19
532356,B ,Q,INE256C01024,20-Feb-19
532357,B ,Q,INE374B01019,20-Feb-19
532362,X ,Q,INE099E01016,20-Feb-19
532365,B ,Q,INE417B01040,20-Feb-19
532366,B ,Q,INE859A01011,20-Feb-19
532368,B ,Q,INE425B01027,20-Feb-19
532369,B ,Q,INE614A01028,20-Feb-19
532370,B ,Q,INE246B01019,20-Feb-19
532371,B ,Q,INE517B01013,20-Feb-19
532372,X ,Q,INE539B01017,20-Feb-19
532373,X ,Q,INE434B01029,20-Feb-19
532374,A ,Q,INE089C01029,20-Feb-19
532375,B ,Q,INE716B01011,20-Feb-19
532376,B ,Q,INE398B01018,20-Feb-19
532382,B ,Q,INE794B01026,20-Feb-19
532384,X ,Q,INE443B01012,20-Feb-19
532386,B ,Q,INE526B01014,20-Feb-19
532388,A ,Q,INE565A01014,20-Feb-19
532390,B ,Q,INE586B01026,20-Feb-19
532391,B ,Q,INE808B01016,20-Feb-19
532395,B ,Q,INE555B01013,20-Feb-19
