SC_CODE,SC_GROUP,SC_TYPE,ISIN_CODE,TRADING_DATE
509895,X ,Q,INE832D01020,20-Feb-19
509930,A ,Q,INE195A01028,20-Feb-19
509966,A ,Q,INE710A01016,20-Feb-19
510245,X ,Q,INE804A01025,20-Feb-19
511012,XT,Q,INE457N01025,20-Feb-19
511034,B ,Q,INE742C01031,20-Feb-19
511066,X ,Q,INE302E01014,20-Feb-19
511072,A ,Q,INE202B01012,20-Feb-19
511076,X ,Q,INE065D01027,20-Feb-19
511108,B ,Q,INE705C01020,20-Feb-19
511116,XT,Q,INE527B01020,20-Feb-19
511131,X ,Q,INE344D01018,20-Feb-19
511144,X ,Q,INE520G01016,20-Feb-19
511147,X ,Q,INE549D01012,20-Feb-19
511196,A ,Q,INE477A01020,20-Feb-19
511208,B ,Q,INE050B01023,20-Feb-19
511218,A ,Q,INE721A01013,20-Feb-19
511243,A ,Q,INE121A01016,20-Feb-19
511288,A ,Q,INE580B01029,20-Feb-19
511333,B ,Q,INE709A01018,20-Feb-19
511355,X ,Q,INE429D01017,20-Feb-19
511389,Z ,Q,INE703A01011,20-Feb-19
511391,XT,Q,INE661M01016,20-Feb-19
511411,XT,Q,INE472C01027,20-Feb-19
511413,B ,Q,INE559D01011,20-Feb-19
511431,A ,Q,INE051B01021,20-Feb-19
511463,X ,Q,INE191N01012,20-Feb-19
511473,B ,Q,INE841B01017,20-Feb-19
511501,X ,Q,INE900A01013,20-Feb-19
511505,T ,Q,INE707C01018,20-Feb-19
511507,XT,Q,INE697C01011,20-Feb-19
511509,X ,Q,INE380K01017,20-Feb-19
511523,X ,Q,INE882C01035,20-Feb-19
511525,XT,Q,INE376A01032,20-Feb-19
511533,X ,Q,INE135C01012,20-Feb-19
511543,X ,Q,INE777C01011,20-Feb-19
511549,X ,Q,INE367A01015,20-Feb-19
511551,X ,Q,INE903D01011,20-Feb-19
511557,X ,Q,INE732K01019,20-Feb-19
511559,B ,Q,INE289C01025,20-Feb-19
511577,XT,Q,INE304E01010,20-Feb-19
511589,X ,Q,INE323B01016,20-Feb-19
511605,X ,Q,INE420B01028,20-Feb-19
511609,X ,Q,INE569B01014,20-Feb-19
511630,B ,Q,INE699B01027,20-Feb-19
511658,X ,Q,INE027D01019,20-Feb-19
511672,XT,Q,INE099G01011,20-Feb-19
511676,A ,Q,INE289B01019,20-Feb-19
511688,X ,Q,INE963B01019,20-Feb-19
511696,X ,Q,INE953B01010,20-Feb-19
511710,X ,Q,INE717D01023,20-Feb-19
511716,XT,Q,INE359A01012,20-Feb-19
511724,X ,Q,INE020D01014,20-Feb-19
511726,T ,Q,INE946H01037,20-Feb-19
511736,X ,Q,INE981D01025,20-Feb-19
511742,B ,Q,INE583D01011,20-Feb-19
511754,X ,Q,INE861D01011,20-Feb-19
511756,Z ,Q,INE195I01013,20-Feb-19
511758,XT,Q,INE094E01017,20-Feb-19
511764,X ,Q,INE819K01014,20-Feb-19
511766,B ,Q,INE296G01013,20-Feb-19
512018,X ,Q,INE135H01029,20-Feb-19
512048,X ,Q,INE195E01020,20-Feb-19
512068,X ,Q,INE945F01025,20-Feb-19
512070,A ,Q,INE628A01036,20-Feb-19
512093,XT,Q,INE234B01023,20-Feb-19
512131,B ,Q,INE529F01035,20-Feb-19
512149,X ,Q,INE758A01056,20-Feb-19
512161,B ,Q,INE650K01021,20-Feb-19
512165,XT,Q,INE365O01010,20-Feb-19
512175,X ,Q,INE685D01022,20-Feb-19
512179,A ,Q,INE805D01034,20-Feb-19
512217,XT,Q,INE730E01016,20-Feb-19
512229,XT,Q,INE379J01029,20-Feb-19
512237,A ,Q,INE070D01027,20-Feb-19
512247,X ,Q,INE894A01026,20-Feb-19
512257,X ,Q,INE895A01023,20-Feb-19
512267,X ,Q,INE200D01020,20-Feb-19
512289,B ,Q,INE196B01016,20-Feb-19
512296,B ,Q,INE458B01036,20-Feb-19
512379,X ,Q,INE716D01033,20-Feb-19
512381,XT,Q,INE992I01013,20-Feb-19
512393,X ,Q,INE037B01012,20-Feb-19
512425,X ,Q,INE242B01018,20-Feb-19
512437,XT,Q,INE412D01013,20-Feb-19
512453,X ,Q,INE564J01026,20-Feb-19
512455,X ,Q,INE281B01032,20-Feb-19
512463,X ,Q,INE080I01025,20-Feb-19
512477,X ,Q,INE765L01017,20-Feb-19
512481,X ,Q,INE012F01016,20-Feb-19
512493,X ,Q,INE590B01010,20-Feb-19
512519,B ,Q,INE668D01028,20-Feb-19
512527,X ,Q,INE091C01017,20-Feb-19
512529,B ,Q,INE807F01027,20-Feb-19
512531,B ,Q,INE655A01013,20-Feb-19
512559,B ,Q,INE080B01012,20-Feb-19
512573,A ,Q,INE871C01038,20-Feb-19
512587,B ,Q,INE077B01018,20-Feb-19
512597,B ,Q,INE681C01015,20-Feb-19
512599,A ,Q,INE423A01024,20-Feb-19
512608,B ,Q,INE474E01029,20-Feb-19
512634,X ,Q,INE104E01014,20-Feb-19
513005,XT,Q,INE114E01013,20-Feb-19
513010,B ,Q,INE674A01014,20-Feb-19
513023,A ,Q,INE725A01022,20-Feb-19
513059,X ,Q,INE736H01024,20-Feb-19
513097,X ,Q,INE386D01027,20-Feb-19
513108,B ,Q,INE524B01027,20-Feb-19
513121,B ,Q,INE730A01022,20-Feb-19
513142,X ,Q,INE135A01024,20-Feb-19
513179,B ,Q,INE088B01015,20-Feb-19
513216,B ,Q,INE699A01011,20-Feb-19
513228,B ,Q,INE932A01024,20-Feb-19
513250,Z ,Q,INE197A01024,20-Feb-19
513252,XT,Q,INE289D01015,20-Feb-19
513262,B ,Q,INE802C01017,20-Feb-19
513269,B ,Q,INE993A01026,20-Feb-19
513295,X ,Q,INE611C01012,20-Feb-19
513335,B ,Q,INE425A01011,20-Feb-19
513349,B ,Q,INE298G01027,20-Feb-19
513353,X ,Q,INE105D01013,20-Feb-19
513361,X ,Q,INE072A01029,20-Feb-19
513369,X ,Q,INE013J01016,20-Feb-19
513375,A ,Q,INE120A01034,20-Feb-19
513377,A ,Q,INE123F01029,20-Feb-19
513401,X ,Q,INE587D01012,20-Feb-19
513414,T ,Q,INE215G01021,20-Feb-19
513434,B ,Q,INE056C01010,20-Feb-19
513436,B ,Q,INE640C01011,20-Feb-19
513446,B ,Q,INE743C01021,20-Feb-19
513456,XT,Q,INE791E01018,20-Feb-19
513472,X ,Q,INE658D01011,20-Feb-19
513496,P ,Q,INE235U01012,20-Feb-19
513502,XT,Q,INE927K01023,20-Feb-19
513507,P ,Q,INE276I01011,20-Feb-19
513509,T ,Q,INE314G01014,20-Feb-19
513511,X ,Q,INE798F01010,20-Feb-19
513513,X ,Q,INE570B01012,20-Feb-19
513515,XT,Q,INE329C01011,20-Feb-19
513517,X ,Q,INE124E01020,20-Feb-19
513519,B ,Q,INE450D01021,20-Feb-19
513532,X ,Q,INE770A01010,20-Feb-19
513534,X ,Q,INE458E01014,20-Feb-19
513536,X ,Q,INE207H01018,20-Feb-19
513554,B ,Q,INE451L01014,20-Feb-19
513566,XT,Q,INE608C01026,20-Feb-19
513599,A ,Q,INE531E01026,20-Feb-19
513605,B ,Q,INE943C01027,20-Feb-19
513642,XT,Q,INE197C01012,20-Feb-19
513683,A ,Q,INE589A01014,20-Feb-19
513687,XT,Q,INE848B01012,20-Feb-19
513691,B ,Q,INE988E01036,20-Feb-19
513693,X ,Q,INE434C01027,20-Feb-19
513709,X ,Q,INE960A01017,20-Feb-19
513713,X ,Q,INE146C01019,20-Feb-19
513729,B ,Q,INE210C01013,20-Feb-19
514028,XT,Q,INE376L01013,20-Feb-19
514030,X ,Q,INE272C01013,20-Feb-19
514034,B ,Q,INE187A01017,20-Feb-19
514036,X ,Q,INE970D01010,20-Feb-19
514043,B ,Q,INE049A01027,20-Feb-19
514045,B ,Q,INE594B01012,20-Feb-19
514087,X ,Q,INE501F01018,20-Feb-19
514138,X ,Q,INE132C01027,20-Feb-19
514142,B ,Q,INE592B01016,20-Feb-19
514162,A ,Q,INE192B01031,20-Feb-19
514165,X ,Q,INE862B01013,20-Feb-19
514167,B ,Q,INE845D01014,20-Feb-19
514175,B ,Q,INE835A01011,20-Feb-19
514183,X ,Q,INE761G01016,20-Feb-19
514211,B ,Q,INE235C01010,20-Feb-19
514215,X ,Q,INE118K01011,20-Feb-19
514223,T ,Q,INE410D01017,20-Feb-19
514234,B ,Q,INE495C01010,20-Feb-19
514266,X ,Q,INE106C01013,20-Feb-19
514272,X ,Q,INE436C01014,20-Feb-19
514274,B ,Q,INE273D01019,20-Feb-19
514280,XT,Q,INE589J01015,20-Feb-19
514286,T ,Q,INE440A01010,20-Feb-19
514300,B ,Q,INE156C01018,20-Feb-19
514302,X ,Q,INE660D01017,20-Feb-19
514316,XT,Q,INE969C01014,20-Feb-19
514318,P ,Q,INE722N01014,20-Feb-19
514322,X ,Q,INE535C01013,20-Feb-19
514326,B ,Q,INE790C01014,20-Feb-19
514330,X ,Q,INE670O01013,20-Feb-19
514394,B ,Q,INE022N01019,20-Feb-19
514402,P ,Q,INE638N01012,20-Feb-19
514418,X ,Q,INE370D01013,20-Feb-19
514428,X ,Q,INE074C01013,20-Feb-19
514442,X ,Q,INE009C01019,20-Feb-19
514448,X ,Q,INE577D01013,20-Feb-19
514450,X ,Q,INE112D01035,20-Feb-19
514470,B ,Q,INE837B01031,20-Feb-19
514474,X ,Q,INE719D01011,20-Feb-19
515030,A ,Q,INE439A01020,20-Feb-19
515037,B ,Q,INE692B01014,20-Feb-19
515043,X ,Q,INE068B01017,20-Feb-19
515055,B ,Q,INE242C01024,20-Feb-19
515085,X ,Q,INE298E01022,20-Feb-19
515093,B ,Q,INE925C01016,20-Feb-19
515145,B ,Q,INE952A01022,20-Feb-19
515147,X ,Q,INE506D01020,20-Feb-19
516003,X ,Q,INE932D01010,20-Feb-19
516007,B ,Q,INE805B01012,20-Feb-19
516016,B ,Q,INE231C01019,20-Feb-19
516022,B ,Q,INE733A01018,20-Feb-19
516030,X ,Q,INE551D01018,20-Feb-19
516062,XT,Q,INE497C01016,20-Feb-19
516064,T ,Q,INE570D01018,20-Feb-19
516072,B ,Q,INE270I01014,20-Feb-19
516078,Z ,Q,INE699D01015,20-Feb-19
516082,B ,Q,INE740D01017,20-Feb-19
516092,B ,Q,INE105C01023,20-Feb-19
516096,XT,Q,INE384D01022,20-Feb-19
516106,X ,Q,INE538D01015,20-Feb-19
516108,XT,Q,INE088G01014,20-Feb-19
517015,B ,Q,INE707A01012,20-Feb-19
517035,X ,Q,INE302D01016,20-Feb-19
517041,B ,Q,INE045A01017,20-Feb-19
517059,B ,Q,INE457F01013,20-Feb-19
517063,X ,Q,INE919C01019,20-Feb-19
517080,B ,Q,INE361M01021,20-Feb-19
517119,X ,Q,INE834B01012,20-Feb-19
517146,B ,Q,INE228A01035,20-Feb-19
517166,X ,Q,INE252A01019,20-Feb-19
517168,B ,Q,INE287B01021,20-Feb-19
517174,B ,Q,INE671A01010,20-Feb-19
517201,XT,Q,INE311D01017,20-Feb-19
517206,B ,Q,INE162B01018,20-Feb-19
517214,B ,Q,INE927C01020,20-Feb-19
517236,X ,Q,INE216C01010,20-Feb-19
517238,XT,Q,INE083E01010,20-Feb-19
517258,XT,Q,INE143C01024,20-Feb-19
517271,B ,Q,INE292B01021,20-Feb-19
517288,X ,Q,INE541F01022,20-Feb-19
517300,B ,Q,INE162A01010,20-Feb-19
517330,B ,Q,INE981B01011,20-Feb-19
517334,A ,Q,INE775A01035,20-Feb-19
517344,B ,Q,INE110B01017,20-Feb-19
517354,A ,Q,INE176B01034,20-Feb-19
517370,XT,Q,INE437C01012,20-Feb-19
517372,X ,Q,INE877E01015,20-Feb-19
517380,B ,Q,INE188B01013,20-Feb-19
517385,A ,Q,INE225D01027,20-Feb-19
517415,XT,Q,INE791B01014,20-Feb-19
517417,X ,Q,INE082C01024,20-Feb-19
517421,B ,Q,INE295F01017,20-Feb-19
517429,X ,Q,INE576B01019,20-Feb-19
517447,B ,Q,INE165B01029,20-Feb-19
517449,X ,Q,INE437D01010,20-Feb-19
517463,XT,Q,INE028C01027,20-Feb-19
517467,XT,Q,INE415B01036,20-Feb-19
517477,X ,Q,INE033C01019,20-Feb-19
517481,X ,Q,INE421N01021,20-Feb-19
517494,X ,Q,INE258C01038,20-Feb-19
517498,B ,Q,INE855C01015,20-Feb-19
517500,X ,Q,INE535D01029,20-Feb-19
517506,A ,Q,INE690A01010,20-Feb-19
517514,X ,Q,INE589D01018,20-Feb-19
517518,B ,Q,INE245C01019,20-Feb-19
517522,X ,Q,INE451D01011,20-Feb-19
517530,B ,Q,INE130B01031,20-Feb-19
517536,B ,Q,INE229A01017,20-Feb-19
517544,B ,Q,INE320B01020,20-Feb-19
517548,X ,Q,INE035C01022,20-Feb-19
517554,X ,Q,INE141C01028,20-Feb-19
517556,B ,Q,INE362A01016,20-Feb-19
517562,B ,Q,INE948A01012,20-Feb-19
517569,A ,Q,INE878B01027,20-Feb-19
517571,B ,Q,INE065B01013,20-Feb-19
518011,XT,Q,INE145L01012,20-Feb-19
518029,B ,Q,INE542A01039,20-Feb-19
518091,B ,Q,INE071F01012,20-Feb-19
519003,X ,Q,INE537F01012,20-Feb-19
519031,X ,Q,INE455D01012,20-Feb-19
519091,B ,Q,INE488B01017,20-Feb-19
519097,XT,Q,INE534D01014,20-Feb-19
519105,B ,Q,INE488D01021,20-Feb-19
519126,X ,Q,INE254N01018,20-Feb-19
519136,B ,Q,INE289A01011,20-Feb-19
519152,XT,Q,INE693D01018,20-Feb-19
519156,B ,Q,INE694D01016,20-Feb-19
519183,B ,Q,INE982B01019,20-Feb-19
519216,X ,Q,INE601B01015,20-Feb-19
519224,B ,Q,INE210A01017,20-Feb-19
519248,Z ,Q,INE430G01026,20-Feb-19
519260,B ,Q,INE890C01046,20-Feb-19
519262,XT,Q,INE297D01018,20-Feb-19
519287,XT,Q,INE617B01011,20-Feb-19
519295,X ,Q,INE921D01013,20-Feb-19
519307,X ,Q,INE706A01022,20-Feb-19
519359,X ,Q,INE809E01018,20-Feb-19
519383,B ,Q,INE087B01017,20-Feb-19
519421,XT,Q,INE953E01014,20-Feb-19
519455,X ,Q,INE540C01021,20-Feb-19
519457,X ,Q,INE295C01014,20-Feb-19
519475,XT,Q,INE975C01011,20-Feb-19
519483,XT,Q,INE358D01018,20-Feb-19
519491,X ,Q,INE049J01010,20-Feb-19
519494,B ,Q,INE542C01019,20-Feb-19
519506,P ,Q,INE630N01019,20-Feb-19
519532,XT,Q,INE822B01017,20-Feb-19
519552,B ,Q,INE978A01027,20-Feb-19
519560,XT,Q,INE874D01022,20-Feb-19
519566,X ,Q,INE354D01017,20-Feb-19
519588,B ,Q,INE456C01020,20-Feb-19
519600,A ,Q,INE421D01022,20-Feb-19
519602,T ,Q,INE164B01022,20-Feb-19
519612,X ,Q,INE734D01010,20-Feb-19
520008,B ,Q,INE209B01025,20-Feb-19
520021,B ,Q,INE090B01011,20-Feb-19
520043,B ,Q,INE577A01027,20-Feb-19
520051,B ,Q,INE039C01032,20-Feb-19
520056,A ,Q,INE105A01035,20-Feb-19
520057,B ,Q,INE643A01035,20-Feb-19
520059,B ,Q,INE672B01032,20-Feb-19
520066,B ,Q,INE571B01028,20-Feb-19
520073,X ,Q,INE704B01017,20-Feb-19
520075,X ,Q,INE706B01012,20-Feb-19
520086,B ,Q,INE075B01012,20-Feb-19
520111,B ,Q,INE703B01027,20-Feb-19
520113,B ,Q,INE386A01015,20-Feb-19
520123,X ,Q,INE125D01011,20-Feb-19
520127,X ,Q,INE654B01014,20-Feb-19
520141,X ,Q,INE441C01014,20-Feb-19
520155,X ,Q,INE580C01019,20-Feb-19
521016,A ,Q,INE483B01026,20-Feb-19
521018,B ,Q,INE882A01013,20-Feb-19
521064,A ,Q,INE064C01014,20-Feb-19
521068,P ,Q,INE689E01014,20-Feb-19
521070,T ,Q,INE270A01011,20-Feb-19
521080,XT,Q,INE604F01010,20-Feb-19
521082,T ,Q,INE376C01020,20-Feb-19
521097,X ,Q,INE484D01012,20-Feb-19
521113,X ,Q,INE691D01012,20-Feb-19
521127,XT,Q,INE964G01016,20-Feb-19
521141,XT,Q,INE122D01026,20-Feb-19
521149,X ,Q,INE419E01024,20-Feb-19
521163,B ,Q,INE206B01013,20-Feb-19
521176,Z ,Q,INE670B01028,20-Feb-19
521180,B ,Q,INE662A01027,20-Feb-19
521194,B ,Q,INE923A01015,20-Feb-19
521200,B ,Q,INE713B01026,20-Feb-19
521206,XT,Q,INE931D01020,20-Feb-19
521220,B ,Q,INE497D01022,20-Feb-19
521226,X ,Q,INE980D01019,20-Feb-19
521234,X ,Q,INE443E01016,20-Feb-19
521238,X ,Q,INE893C01032,20-Feb-19
521240,X ,Q,INE304D01012,20-Feb-19
521248,B ,Q,INE602G01020,20-Feb-19
522004,X ,Q,INE177C01022,20-Feb-19
522014,X ,Q,INE961D01019,20-Feb-19
522017,X ,Q,INE459C01016,20-Feb-19
522027,XT,Q,INE279D01016,20-Feb-19
522029,B ,Q,INE052A01021,20-Feb-19
522034,B ,Q,INE631A01022,20-Feb-19
522036,X ,Q,INE338P01014,20-Feb-19
522064,B ,Q,INE634A01018,20-Feb-19
522073,B ,Q,INE127B01011,20-Feb-19
522074,A ,Q,INE285A01027,20-Feb-19
522101,X ,Q,INE338F01015,20-Feb-19
522105,X ,Q,INE372E01025,20-Feb-19
522108,B ,Q,INE384C01016,20-Feb-19
522113,B ,Q,INE325A01013,20-Feb-19
522122,XT,Q,INE285C01015,20-Feb-19
522134,X ,Q,INE133D01023,20-Feb-19
522152,X ,Q,INE410A01013,20-Feb-19
522163,Z ,Q,INE989C01012,20-Feb-19
522165,X ,Q,INE867D01018,20-Feb-19
522183,X ,Q,INE478D01014,20-Feb-19
522195,X ,Q,INE572D01014,20-Feb-19
522205,B ,Q,INE074A01025,20-Feb-19
522209,X ,Q,INE429B01011,20-Feb-19
522215,X ,Q,INE461D01010,20-Feb-19
522217,B ,Q,INE826C01016,20-Feb-19
522229,X ,Q,INE692C01020,20-Feb-19
522231,X ,Q,INE714D01012,20-Feb-19
522241,B ,Q,INE227C01017,20-Feb-19
522249,B ,Q,INE040D01038,20-Feb-19
522251,X ,Q,INE627F01011,20-Feb-19
522257,X ,Q,INE535F01024,20-Feb-19
522261,B ,Q,INE920A01011,20-Feb-19
522263,B ,Q,INE890A01024,20-Feb-19
522267,X ,Q,INE466D01019,20-Feb-19
522275,A ,Q,INE200A01026,20-Feb-19
522281,X ,Q,INE207E01023,20-Feb-19
522285,T ,Q,INE854B01010,20-Feb-19
522287,A ,Q,INE220B01022,20-Feb-19
522292,X ,Q,INE713D01055,20-Feb-19
522294,X ,Q,INE811B01010,20-Feb-19
522295,B ,Q,INE663B01015,20-Feb-19
523007,X ,Q,INE030C01015,20-Feb-19
523011,B ,Q,INE080A01014,20-Feb-19
523019,X ,Q,INE710D01010,20-Feb-19
523021,X ,Q,INE989D01010,20-Feb-19
523023,X ,Q,INE985A01014,20-Feb-19
523025,B ,Q,INE429E01023,20-Feb-19
523054,XT,Q,INE626H01019,20-Feb-19
523100,X ,Q,INE124B01018,20-Feb-19
523127,B ,Q,INE276C01014,20-Feb-19
523144,X ,Q,INE442D01010,20-Feb-19
523160,X ,Q,INE599F01012,20-Feb-19
523204,B ,Q,INE421A01028,20-Feb-19
523207,B ,Q,INE760A01029,20-Feb-19
523229,X ,Q,INE415D01024,20-Feb-19
523232,XT,Q,INE369D01015,20-Feb-19
523248,X ,Q,INE082B01018,20-Feb-19
523260,B ,Q,INE844A01013,20-Feb-19
523261,A ,Q,INE398A01010,20-Feb-19
523269,B ,Q,INE199C01026,20-Feb-19
523277,X ,Q,INE395B01048,20-Feb-19
523283,B ,Q,INE712B01010,20-Feb-19
523289,XT,Q,INE763B01013,20-Feb-19
523301,B ,Q,INE822C01015,20-Feb-19
523319,B ,Q,INE164A01016,20-Feb-19
523323,B ,Q,INE177F01017,20-Feb-19
523329,X ,Q,INE668G01013,20-Feb-19
523367,A ,Q,INE499A01024,20-Feb-19
523369,X ,Q,INE843D01019,20-Feb-19
523371,B ,Q,INE636A01039,20-Feb-19
523384,T ,Q,INE843B01013,20-Feb-19
523385,A ,Q,INE310A01015,20-Feb-19
523391,B ,Q,INE308A01027,20-Feb-19
523395,A ,Q,INE470A01017,20-Feb-19
523398,B ,Q,INE782A01015,20-Feb-19
523405,A ,Q,INE780C01023,20-Feb-19
523411,X ,Q,INE833A01016,20-Feb-19
523445,B ,Q,INE046A01015,20-Feb-19
523457,A ,Q,INE473A01011,20-Feb-19
523465,B ,Q,INE969D01012,20-Feb-19
523467,X ,Q,INE250C01027,20-Feb-19
523475,X ,Q,INE026D01011,20-Feb-19
523483,X ,Q,INE883C01025,20-Feb-19
523489,X ,Q,INE889F01017,20-Feb-19
523537,X ,Q,INE170D01025,20-Feb-19
523539,B ,Q,INE372C01029,20-Feb-19
523550,X ,Q,INE951B01014,20-Feb-19
523566,XT,Q,INE199D01016,20-Feb-19
523574,B ,Q,INE623B01027,20-Feb-19
523586,X ,Q,INE826B01018,20-Feb-19
523598,A ,Q,INE109A01011,20-Feb-19
523606,X ,Q,INE438E01016,20-Feb-19
523610,B ,Q,INE248A01017,20-Feb-19
523618,B ,Q,INE506A01018,20-Feb-19
523620,XT,Q,INE486I01016,20-Feb-19
523628,B ,Q,INE888B01018,20-Feb-19
523630,B ,Q,INE870D01012,20-Feb-19
523638,X ,Q,INE558A01019,20-Feb-19
523642,A ,Q,INE603J01030,20-Feb-19
523648,B ,Q,INE083C01022,20-Feb-19
523652,XT,Q,INE465K01016,20-Feb-19
523660,X ,Q,INE054C01015,20-Feb-19
523672,X ,Q,INE954B01018,20-Feb-19
523676,XT,Q,INE798D01015,20-Feb-19
523694,B ,Q,INE116A01024,20-Feb-19
523696,X ,Q,INE842B01015,20-Feb-19
523704,B ,Q,INE759A01021,20-Feb-19
523708,B ,Q,INE158B01016,20-Feb-19
523716,B ,Q,INE365D01021,20-Feb-19
523724,T ,Q,INE806F01011,20-Feb-19
523736,B ,Q,INE477B01010,20-Feb-19
523754,X ,Q,INE215D01010,20-Feb-19
523756,A ,Q,INE872A01014,20-Feb-19
523768,X ,Q,INE059C01022,20-Feb-19
523792,B ,Q,INE885E01034,20-Feb-19
523796,T ,Q,INE048C01017,20-Feb-19
523828,B ,Q,INE071D01033,20-Feb-19
523836,T ,Q,INE610B01024,20-Feb-19
523838,B ,Q,INE059B01024,20-Feb-19
523840,X ,Q,INE965C01038,20-Feb-19
523842,X ,Q,INE460D01038,20-Feb-19
523850,X ,Q,INE767C01012,20-Feb-19
524000,A ,Q,INE511C01022,20-Feb-19
524013,B ,Q,INE806J01013,20-Feb-19
524019,B ,Q,INE473D01015,20-Feb-19
524037,X ,Q,INE809A01024,20-Feb-19
524051,B ,Q,INE633B01018,20-Feb-19
524075,B ,Q,INE155C01010,20-Feb-19
524080,XT,Q,INE681F01018,20-Feb-19
524084,A ,Q,INE274B01011,20-Feb-19
524091,X ,Q,INE482D01024,20-Feb-19
524109,B ,Q,INE900B01029,20-Feb-19
524129,B ,Q,INE250B01029,20-Feb-19
524164,B ,Q,INE485C01011,20-Feb-19
524174,X ,Q,INE133C01033,20-Feb-19
524200,B ,Q,INE410B01029,20-Feb-19
524202,XT,Q,INE058I01013,20-Feb-19
524208,A ,Q,INE769A01020,20-Feb-19
524210,XT,Q,INE702E01015,20-Feb-19
524212,T ,Q,INE107F01022,20-Feb-19
524218,X ,Q,INE486D01017,20-Feb-19
524226,B ,Q,INE036B01022,20-Feb-19
524230,A ,Q,INE027A01015,20-Feb-19
524280,B ,Q,INE082A01010,20-Feb-19
524288,X ,Q,INE008B01013,20-Feb-19
524314,X ,Q,INE499G01013,20-Feb-19
524322,XT,Q,INE323K01017,20-Feb-19
524324,B ,Q,INE573R01012,20-Feb-19
524330,B ,Q,INE785A01026,20-Feb-19
524332,X ,Q,INE412G01016,20-Feb-19
524336,X ,Q,INE065E01017,20-Feb-19
524342,X ,Q,INE803D01013,20-Feb-19
524348,B ,Q,INE767A01016,20-Feb-19
524370,B ,Q,INE338D01028,20-Feb-19
524372,Z ,Q,INE191A01019,20-Feb-19
524394,B ,Q,INE579C01029,20-Feb-19
524396,T ,Q,INE829A01014,20-Feb-19
524400,XT,Q,INE806D01016,20-Feb-19
524404,B ,Q,INE750C01026,20-Feb-19
524408,XT,Q,INE113E01015,20-Feb-19
524412,X ,Q,INE198H01019,20-Feb-19
524414,XT,Q,INE744C01029,20-Feb-19
524440,X ,Q,INE198C01010,20-Feb-19
524444,X ,Q,INE313M01014,20-Feb-19
524470,X ,Q,INE312C01025,20-Feb-19
524480,X ,Q,INE249D01019,20-Feb-19
524494,A ,Q,INE571A01020,20-Feb-19
524500,B ,Q,INE729D01010,20-Feb-19
524506,X ,Q,INE683E01017,20-Feb-19
524518,B ,Q,INE268B01013,20-Feb-19
524520,X ,Q,INE879K01018,20-Feb-19
524522,X ,Q,INE919B01011,20-Feb-19
524534,XT,Q,INE972C01018,20-Feb-19
524542,X ,Q,INE450E01011,20-Feb-19
524558,B ,Q,INE794A01010,20-Feb-19
524564,XT,Q,INE052E01015,20-Feb-19
524570,B ,Q,INE371C01013,20-Feb-19
524576,X ,Q,INE737C01023,20-Feb-19
524594,X ,Q,INE994D01010,20-Feb-19
524598,B ,Q,INE542B01011,20-Feb-19
524606,X ,Q,INE415H01017,20-Feb-19
524634,X ,Q,INE058F01019,20-Feb-19
524640,X ,Q,INE078I01011,20-Feb-19
524648,X ,Q,INE760F01010,20-Feb-19
524652,B ,Q,INE788B01028,20-Feb-19
524654,X ,Q,INE936B01015,20-Feb-19
524663,B ,Q,INE994B01014,20-Feb-19
524667,B ,Q,INE035D01012,20-Feb-19
524669,B ,Q,INE782E01017,20-Feb-19
524675,XT,Q,INE645C01010,20-Feb-19
524687,X ,Q,INE473E01021,20-Feb-19
524689,T ,Q,INE904D01019,20-Feb-19
524699,X ,Q,INE655C01027,20-Feb-19
524709,B ,Q,INE295D01020,20-Feb-19
524711,XT,Q,INE427C01021,20-Feb-19
524715,A ,Q,INE044A01036,20-Feb-19
524717,X ,Q,INE150C01011,20-Feb-19
524731,X ,Q,INE354A01013,20-Feb-19
524735,B ,Q,INE475B01022,20-Feb-19
524742,B ,Q,INE475E01026,20-Feb-19
524743,XT,Q,INE771F01025,20-Feb-19
524748,X ,Q,INE302F01011,20-Feb-19
524758,X ,Q,INE812C01016,20-Feb-19
524764,X ,Q,INE230G01020,20-Feb-19
524768,X ,Q,INE634B01016,20-Feb-19
524774,X ,Q,INE887E01022,20-Feb-19
524790,X ,Q,INE334C01029,20-Feb-19
524804,A ,Q,INE406A01037,20-Feb-19
524808,X ,Q,INE037C01010,20-Feb-19
524816,A ,Q,INE987B01026,20-Feb-19
524818,X ,Q,INE457C01010,20-Feb-19
524820,B ,Q,INE305C01029,20-Feb-19
524824,B ,Q,INE083D01012,20-Feb-19
524828,XT,Q,INE278D01018,20-Feb-19
526027,B ,Q,INE144D01012,20-Feb-19
526043,X ,Q,INE809B01014,20-Feb-19
526073,P ,Q,INE020S01012,20-Feb-19
526093,B ,Q,INE176C01016,20-Feb-19
526113,XT,Q,INE602H01010,20-Feb-19
526117,X ,Q,INE011D01013,20-Feb-19
526137,X ,Q,INE278C01010,20-Feb-19
526139,XT,Q,INE773D01018,20-Feb-19
526143,XT,Q,INE343A01016,20-Feb-19
526161,X ,Q,INE175C01018,20-Feb-19
526169,X ,Q,INE678F01014,20-Feb-19
526173,B ,Q,INE449C01025,20-Feb-19
526179,X ,Q,INE983C01015,20-Feb-19
526217,B ,Q,INE120D01012,20-Feb-19
526225,X ,Q,INE253C01013,20-Feb-19
526227,B ,Q,INE816B01027,20-Feb-19
